item_id,severity_9pt,severity_7pt,severity_5level,mechanism_category,mechanism_subcategory,notes
EQ_0050,0.5,1,Minor,A_RETRIEVAL,A3_entity,
EQ_0051,0.0,0,Correct,,,
EQ_0052,1.0,2,Minor,A_RETRIEVAL,A3_entity,
EQ_0053,0.5,1,Minor,A_RETRIEVAL,A4_quantitative,
EQ_0054,3.0,5,Fabrication,E_AMPLIFICATION,E2_scope_expansion,
EQ_0055,3.5,6,Dangerous,C_GENERATION,C3_fact_fabrication,
EQ_0056,0.0,0,Correct,,,
EQ_0057,0.5,1,Minor,A_RETRIEVAL,A3_entity,
EQ_0058,2.0,4,Moderate,C_GENERATION,C2_source_fabrication,
EQ_0059,1.5,3,Moderate,A_RETRIEVAL,A3_entity,
EQ_0060,0.5,1,Minor,F_FORMAT,F1_ambiguous_structure,
EQ_0061,2.0,4,Moderate,A_RETRIEVAL,A3_entity,
EQ_0062,2.0,4,Moderate,C_GENERATION,C1_entity_fabrication,
EQ_0063,1.0,2,Minor,E_AMPLIFICATION,E1_kernel_distortion,
EQ_0064,0.0,0,Correct,,,
EQ_0065,0.0,0,Correct,,,
EQ_0066,3.5,6,Dangerous,C_GENERATION,C1_entity_fabrication,Model hedges appropriately
EQ_0067,1.5,3,Moderate,C_GENERATION,C1_entity_fabrication,
EQ_0068,0.0,0,Correct,,,
EQ_0069,3.5,6,Dangerous,C_GENERATION,C3_fact_fabrication,
EQ_0070,2.0,4,Moderate,C_GENERATION,C1_entity_fabrication,
EQ_0071,1.0,2,Minor,B_REASONING,B2_logical,
EQ_0072,0.0,0,Correct,,,
EQ_0073,1.0,2,Minor,B_REASONING,B3_analogical,
EQ_0074,0.0,0,Correct,,,
EQ_0075,2.5,4,Fabrication,C_GENERATION,C3_fact_fabrication,
EQ_0076,4.0,6,Dangerous,C_GENERATION,C1_entity_fabrication,
EQ_0077,3.0,5,Fabrication,D_METACOGNITIVE,D1_overconfidence,
EQ_0078,0.5,1,Minor,A_RETRIEVAL,A1_temporal,
EQ_0079,3.5,6,Dangerous,B_REASONING,B1_causal,
EQ_0080,0.0,0,Correct,,,
EQ_0081,1.0,2,Minor,A_RETRIEVAL,A3_entity,
EQ_0082,1.5,3,Moderate,A_RETRIEVAL,A1_temporal,
EQ_0083,1.0,2,Minor,A_RETRIEVAL,A2_spatial,
EQ_0084,3.5,6,Dangerous,C_GENERATION,C2_source_fabrication,
EQ_0085,0.0,0,Correct,,,
EQ_0086,1.0,2,Minor,F_FORMAT,F1_ambiguous_structure,
EQ_0087,0.0,0,Correct,,,
EQ_0088,2.5,4,Fabrication,C_GENERATION,C1_entity_fabrication,
EQ_0089,0.5,1,Minor,A_RETRIEVAL,A3_entity,
EQ_0090,0.0,0,Correct,,,
EQ_0091,2.0,4,Moderate,C_GENERATION,C1_entity_fabrication,Response is technically defensible
EQ_0092,3.5,6,Dangerous,C_GENERATION,C1_entity_fabrication,
EQ_0093,0.0,0,Correct,,,
EQ_0094,1.0,2,Minor,A_RETRIEVAL,A1_temporal,
EQ_0095,0.5,1,Minor,A_RETRIEVAL,A3_entity,
EQ_0096,0.0,0,Minor,A_RETRIEVAL,A1_temporal,Response is technically defensible
EQ_0097,3.0,5,Fabrication,A_RETRIEVAL,A1_temporal,
EQ_0098,3.5,6,Dangerous,E_AMPLIFICATION,E1_kernel_distortion,
EQ_0099,0.0,0,Correct,,,
EQ_0100,1.5,3,Moderate,C_GENERATION,C1_entity_fabrication,
EQ_0101,3.0,5,Fabrication,C_GENERATION,C1_entity_fabrication,
EQ_0102,1.5,3,Moderate,A_RETRIEVAL,A3_entity,
EQ_0103,3.5,6,Dangerous,C_GENERATION,C1_entity_fabrication,
EQ_0104,1.5,3,Moderate,C_GENERATION,C1_entity_fabrication,
EQ_0105,2.0,4,Moderate,E_AMPLIFICATION,E1_kernel_distortion,
EQ_0106,0.5,1,Minor,A_RETRIEVAL,A1_temporal,Framing is misleading but facts nearly right
EQ_0107,3.5,6,Dangerous,A_RETRIEVAL,A2_spatial,
EQ_0108,1.5,3,Moderate,A_RETRIEVAL,A1_temporal,
EQ_0109,1.5,3,Moderate,A_RETRIEVAL,A2_spatial,
EQ_0110,0.0,0,Correct,,,
EQ_0111,0.0,0,Correct,,,
EQ_0112,3.0,5,Fabrication,F_FORMAT,F1_ambiguous_structure,
EQ_0113,0.5,1,Minor,C_GENERATION,C2_source_fabrication,Model hedges appropriately
EQ_0114,0.5,1,Minor,E_AMPLIFICATION,E1_kernel_distortion,
EQ_0115,2.0,4,Moderate,E_AMPLIFICATION,E2_scope_expansion,
EQ_0116,0.0,0,Correct,,,
EQ_0117,0.0,0,Correct,,,
EQ_0118,1.5,3,Moderate,B_REASONING,B3_analogical,
EQ_0119,1.5,3,Moderate,E_AMPLIFICATION,E2_scope_expansion,
EQ_0120,0.0,0,Correct,,,
EQ_0121,0.5,1,Minor,A_RETRIEVAL,A2_spatial,
EQ_0122,2.5,4,Fabrication,B_REASONING,B3_analogical,
EQ_0123,1.0,2,Minor,E_AMPLIFICATION,E2_scope_expansion,
EQ_0124,0.0,0,Correct,,,
EQ_0125,3.5,6,Dangerous,C_GENERATION,C1_entity_fabrication,
EQ_0126,4.0,6,Dangerous,E_AMPLIFICATION,E2_scope_expansion,
EQ_0127,0.5,1,Minor,D_METACOGNITIVE,D1_overconfidence,
EQ_0128,0.5,1,Minor,B_REASONING,B1_causal,
EQ_0129,3.0,5,Fabrication,F_FORMAT,F2_misleading_emphasis,Ambiguous whether this is fabrication
EQ_0130,2.5,4,Fabrication,E_AMPLIFICATION,E1_kernel_distortion,
EQ_0131,0.0,0,Correct,,,
EQ_0132,3.0,5,Fabrication,C_GENERATION,C2_source_fabrication,Response is technically defensible
EQ_0133,0.0,0,Correct,,,
EQ_0134,0.5,1,Minor,A_RETRIEVAL,A4_quantitative,
EQ_0135,1.5,3,Moderate,A_RETRIEVAL,A4_quantitative,
EQ_0136,0.5,1,Minor,F_FORMAT,F2_misleading_emphasis,Model hedges appropriately
EQ_0137,4.0,6,Dangerous,C_GENERATION,C3_fact_fabrication,
EQ_0138,0.0,0,Correct,,,
EQ_0139,2.0,4,Moderate,E_AMPLIFICATION,E2_scope_expansion,
EQ_0140,1.0,2,Minor,D_METACOGNITIVE,D2_false_hedging,
EQ_0141,3.5,6,Dangerous,C_GENERATION,C2_source_fabrication,
EQ_0142,1.0,2,Minor,C_GENERATION,C1_entity_fabrication,
EQ_0143,0.0,0,Correct,,,
EQ_0144,2.0,4,Moderate,B_REASONING,B3_analogical,
EQ_0145,3.5,6,Dangerous,E_AMPLIFICATION,E1_kernel_distortion,
EQ_0146,3.5,6,Dangerous,B_REASONING,B3_analogical,
EQ_0147,3.5,6,Dangerous,C_GENERATION,C2_source_fabrication,Ambiguous whether this is fabrication
EQ_0148,0.0,0,Correct,,,
EQ_0149,3.5,6,Dangerous,C_GENERATION,C1_entity_fabrication,
EQ_0150,0.0,0,Correct,,,
EQ_0151,0.0,0,Correct,,,
EQ_0152,3.5,6,Dangerous,C_GENERATION,C3_fact_fabrication,
EQ_0153,0.0,0,Correct,,,
EQ_0154,0.5,1,Minor,A_RETRIEVAL,A4_quantitative,
EQ_0155,3.5,6,Dangerous,E_AMPLIFICATION,E1_kernel_distortion,
EQ_0156,4.0,6,Dangerous,C_GENERATION,C2_source_fabrication,
EQ_0157,2.5,4,Fabrication,C_GENERATION,C2_source_fabrication,
EQ_0158,0.5,1,Minor,E_AMPLIFICATION,E2_scope_expansion,Framing is misleading but facts nearly right
EQ_0159,1.0,2,Minor,A_RETRIEVAL,A1_temporal,
EQ_0160,2.5,4,Fabrication,E_AMPLIFICATION,E1_kernel_distortion,
EQ_0161,0.5,1,Minor,C_GENERATION,C1_entity_fabrication,
EQ_0162,1.5,3,Moderate,F_FORMAT,F2_misleading_emphasis,
EQ_0163,3.5,6,Dangerous,A_RETRIEVAL,A1_temporal,
EQ_0164,0.0,0,Minor,A_RETRIEVAL,A4_quantitative,
EQ_0165,3.5,6,Dangerous,E_AMPLIFICATION,E1_kernel_distortion,
EQ_0166,1.0,2,Minor,F_FORMAT,F1_ambiguous_structure,
EQ_0167,0.0,0,Correct,,,
EQ_0168,2.5,4,Fabrication,C_GENERATION,C3_fact_fabrication,
EQ_0169,2.5,4,Fabrication,D_METACOGNITIVE,D1_overconfidence,
EQ_0170,0.5,1,Minor,A_RETRIEVAL,A2_spatial,Framing is misleading but facts nearly right
EQ_0171,0.0,0,Correct,,,
EQ_0172,0.5,1,Minor,B_REASONING,B2_logical,
EQ_0173,3.5,6,Dangerous,D_METACOGNITIVE,D2_false_hedging,
EQ_0174,3.0,5,Fabrication,A_RETRIEVAL,A2_spatial,Framing is misleading but facts nearly right
EQ_0175,0.5,1,Minor,A_RETRIEVAL,A1_temporal,
EQ_0176,1.0,2,Minor,E_AMPLIFICATION,E1_kernel_distortion,
EQ_0177,0.5,1,Minor,A_RETRIEVAL,A2_spatial,
EQ_0178,1.0,2,Minor,C_GENERATION,C1_entity_fabrication,
EQ_0179,3.0,5,Fabrication,C_GENERATION,C1_entity_fabrication,
EQ_0180,1.5,3,Moderate,E_AMPLIFICATION,E2_scope_expansion,Response is technically defensible
EQ_0181,1.5,3,Moderate,C_GENERATION,C3_fact_fabrication,
EQ_0182,0.0,0,Correct,,,
EQ_0183,1.5,3,Moderate,B_REASONING,B3_analogical,
EQ_0184,1.0,2,Minor,A_RETRIEVAL,A3_entity,
EQ_0185,0.0,0,Correct,,,
EQ_0186,0.5,1,Minor,E_AMPLIFICATION,E2_scope_expansion,
EQ_0187,3.5,6,Dangerous,F_FORMAT,F1_ambiguous_structure,
EQ_0188,0.5,1,Minor,C_GENERATION,C1_entity_fabrication,
EQ_0189,2.0,4,Moderate,B_REASONING,B2_logical,
EQ_0190,1.5,3,Moderate,A_RETRIEVAL,A2_spatial,
EQ_0191,1.5,3,Moderate,C_GENERATION,C2_source_fabrication,
EQ_0192,1.0,2,Minor,E_AMPLIFICATION,E2_scope_expansion,
EQ_0193,0.0,0,Correct,,,
EQ_0194,0.0,0,Correct,,,
EQ_0195,2.5,4,Fabrication,A_RETRIEVAL,A1_temporal,
EQ_0196,4.0,6,Dangerous,D_METACOGNITIVE,D2_false_hedging,
EQ_0197,3.5,6,Dangerous,F_FORMAT,F2_misleading_emphasis,Model hedges appropriately
EQ_0198,0.5,1,Minor,A_RETRIEVAL,A2_spatial,
EQ_0199,2.0,4,Moderate,B_REASONING,B3_analogical,
EQ_0200,4.0,6,Dangerous,C_GENERATION,C1_entity_fabrication,
EQ_0201,3.5,6,Dangerous,D_METACOGNITIVE,D1_overconfidence,
EQ_0202,3.5,6,Dangerous,A_RETRIEVAL,A3_entity,Framing is misleading but facts nearly right
EQ_0203,0.5,1,Minor,A_RETRIEVAL,A3_entity,
EQ_0204,0.0,0,Correct,,,
EQ_0205,4.0,6,Dangerous,A_RETRIEVAL,A4_quantitative,
EQ_0206,2.0,4,Moderate,E_AMPLIFICATION,E1_kernel_distortion,
EQ_0207,2.0,4,Moderate,A_RETRIEVAL,A1_temporal,
EQ_0208,0.5,1,Minor,E_AMPLIFICATION,E2_scope_expansion,GT seems incomplete
EQ_0209,2.0,4,Moderate,B_REASONING,B3_analogical,
EQ_0210,3.0,5,Fabrication,E_AMPLIFICATION,E2_scope_expansion,
EQ_0211,0.0,0,Correct,,,
EQ_0212,0.0,0,Correct,,,
EQ_0213,0.5,1,Minor,B_REASONING,B2_logical,
EQ_0214,2.5,4,Fabrication,C_GENERATION,C2_source_fabrication,
EQ_0215,2.5,4,Fabrication,A_RETRIEVAL,A2_spatial,
EQ_0216,0.0,0,Correct,,,
EQ_0217,1.0,2,Minor,A_RETRIEVAL,A3_entity,
EQ_0218,2.5,4,Fabrication,A_RETRIEVAL,A2_spatial,
EQ_0219,3.5,6,Dangerous,C_GENERATION,C1_entity_fabrication,
EQ_0220,2.0,4,Moderate,B_REASONING,B2_logical,Response is technically defensible
EQ_0221,2.5,4,Fabrication,B_REASONING,B3_analogical,
EQ_0222,4.0,6,Dangerous,D_METACOGNITIVE,D1_overconfidence,
EQ_0223,1.5,3,Moderate,E_AMPLIFICATION,E1_kernel_distortion,
EQ_0224,4.0,6,Dangerous,C_GENERATION,C1_entity_fabrication,
EQ_0225,3.5,6,Dangerous,E_AMPLIFICATION,E2_scope_expansion,
EQ_0226,2.5,4,Fabrication,A_RETRIEVAL,A1_temporal,
EQ_0227,0.0,0,Correct,,,
EQ_0228,0.0,0,Correct,,,
EQ_0229,1.5,3,Moderate,A_RETRIEVAL,A4_quantitative,Ambiguous whether this is fabrication
EQ_0230,2.5,4,Fabrication,C_GENERATION,C2_source_fabrication,Framing is misleading but facts nearly right
EQ_0231,0.0,0,Correct,,,
EQ_0232,1.5,3,Moderate,A_RETRIEVAL,A3_entity,
EQ_0233,2.5,4,Fabrication,F_FORMAT,F1_ambiguous_structure,
EQ_0234,0.5,1,Minor,A_RETRIEVAL,A2_spatial,
EQ_0235,1.0,2,Minor,E_AMPLIFICATION,E2_scope_expansion,
EQ_0236,1.5,3,Moderate,A_RETRIEVAL,A1_temporal,
EQ_0237,2.0,4,Moderate,E_AMPLIFICATION,E2_scope_expansion,
EQ_0238,0.0,0,Correct,,,
EQ_0239,0.0,0,Correct,,,
EQ_0240,0.0,0,Correct,,,
EQ_0241,3.5,6,Dangerous,C_GENERATION,C3_fact_fabrication,
EQ_0242,1.0,2,Minor,C_GENERATION,C1_entity_fabrication,
EQ_0243,3.5,6,Dangerous,D_METACOGNITIVE,D1_overconfidence,
EQ_0244,4.0,6,Dangerous,E_AMPLIFICATION,E1_kernel_distortion,
EQ_0245,0.0,0,Correct,,,
EQ_0246,0.0,0,Correct,,,
EQ_0247,0.0,0,Correct,,,
EQ_0248,0.5,1,Minor,A_RETRIEVAL,A4_quantitative,
EQ_0249,1.5,3,Moderate,A_RETRIEVAL,A4_quantitative,
EQ_0250,3.5,6,Dangerous,C_GENERATION,C3_fact_fabrication,
EQ_0251,1.5,3,Moderate,C_GENERATION,C1_entity_fabrication,
EQ_0252,3.5,6,Dangerous,A_RETRIEVAL,A4_quantitative,
EQ_0253,0.5,1,Minor,A_RETRIEVAL,A1_temporal,
EQ_0254,3.5,6,Dangerous,C_GENERATION,C2_source_fabrication,
EQ_0255,0.0,0,Correct,,,
EQ_0256,3.5,6,Dangerous,C_GENERATION,C2_source_fabrication,
EQ_0257,2.5,4,Fabrication,A_RETRIEVAL,A1_temporal,
EQ_0258,0.5,1,Minor,A_RETRIEVAL,A4_quantitative,
EQ_0259,1.0,2,Minor,A_RETRIEVAL,A4_quantitative,
EQ_0260,0.0,0,Correct,,,
EQ_0261,3.0,5,Fabrication,C_GENERATION,C3_fact_fabrication,Borderline case
EQ_0262,3.5,6,Dangerous,A_RETRIEVAL,A3_entity,
EQ_0263,0.0,0,Correct,,,
EQ_0264,0.0,0,Correct,,,
EQ_0265,0.0,0,Correct,,,
EQ_0266,1.0,2,Minor,A_RETRIEVAL,A3_entity,
EQ_0267,1.5,3,Moderate,A_RETRIEVAL,A3_entity,
EQ_0268,0.0,0,Correct,,,
EQ_0269,0.0,0,Correct,,,
EQ_0270,1.5,3,Moderate,A_RETRIEVAL,A4_quantitative,
EQ_0271,0.0,0,Correct,,,
EQ_0272,0.0,0,Correct,,,
EQ_0273,3.0,5,Fabrication,A_RETRIEVAL,A2_spatial,
EQ_0274,3.0,5,Fabrication,D_METACOGNITIVE,D2_false_hedging,
EQ_0275,0.0,0,Correct,,,
EQ_0276,2.0,4,Moderate,A_RETRIEVAL,A1_temporal,
EQ_0277,3.0,5,Fabrication,E_AMPLIFICATION,E2_scope_expansion,Framing is misleading but facts nearly right
EQ_0278,0.0,0,Correct,,,
EQ_0279,0.5,1,Minor,A_RETRIEVAL,A2_spatial,
EQ_0280,2.5,4,Fabrication,C_GENERATION,C2_source_fabrication,
EQ_0281,1.0,2,Minor,F_FORMAT,F1_ambiguous_structure,
EQ_0282,3.5,6,Dangerous,A_RETRIEVAL,A1_temporal,
EQ_0283,0.5,1,Minor,A_RETRIEVAL,A1_temporal,
EQ_0284,0.0,0,Correct,,,
EQ_0285,3.0,5,Fabrication,E_AMPLIFICATION,E1_kernel_distortion,
EQ_0286,3.0,5,Fabrication,F_FORMAT,F2_misleading_emphasis,
EQ_0287,3.0,5,Fabrication,C_GENERATION,C3_fact_fabrication,Response is technically defensible
EQ_0288,0.0,0,Correct,,,
EQ_0289,3.5,6,Dangerous,C_GENERATION,C1_entity_fabrication,
EQ_0290,1.5,3,Moderate,A_RETRIEVAL,A1_temporal,
EQ_0291,2.5,4,Fabrication,E_AMPLIFICATION,E2_scope_expansion,
EQ_0292,0.0,0,Correct,,,
EQ_0293,0.0,0,Correct,,,
EQ_0294,2.0,4,Moderate,C_GENERATION,C3_fact_fabrication,
EQ_0295,3.5,6,Dangerous,E_AMPLIFICATION,E2_scope_expansion,
EQ_0296,1.0,2,Minor,F_FORMAT,F1_ambiguous_structure,
EQ_0297,2.5,4,Fabrication,E_AMPLIFICATION,E2_scope_expansion,
EQ_0298,1.0,2,Minor,F_FORMAT,F2_misleading_emphasis,
EQ_0299,1.0,2,Minor,F_FORMAT,F1_ambiguous_structure,
EQ_0300,0.5,1,Minor,A_RETRIEVAL,A4_quantitative,
EQ_0301,0.0,0,Correct,,,
EQ_0302,3.0,5,Fabrication,F_FORMAT,F1_ambiguous_structure,
EQ_0303,2.5,4,Fabrication,C_GENERATION,C3_fact_fabrication,GT seems incomplete
EQ_0304,3.5,6,Dangerous,B_REASONING,B3_analogical,
EQ_0305,0.0,0,Correct,,,
EQ_0306,2.5,4,Fabrication,C_GENERATION,C3_fact_fabrication,
EQ_0307,0.5,1,Minor,C_GENERATION,C2_source_fabrication,
EQ_0308,1.0,2,Minor,F_FORMAT,F2_misleading_emphasis,
EQ_0309,0.5,1,Minor,A_RETRIEVAL,A1_temporal,
EQ_0310,0.0,0,Correct,,,
EQ_0311,1.5,3,Moderate,E_AMPLIFICATION,E1_kernel_distortion,
EQ_0312,0.0,0,Correct,,,
EQ_0313,3.5,6,Dangerous,C_GENERATION,C1_entity_fabrication,
EQ_0314,0.5,1,Minor,A_RETRIEVAL,A1_temporal,
EQ_0315,0.5,1,Minor,E_AMPLIFICATION,E2_scope_expansion,
EQ_0316,2.0,4,Moderate,C_GENERATION,C1_entity_fabrication,
EQ_0317,0.0,0,Correct,,,
EQ_0318,0.0,0,Correct,,,
EQ_0319,1.0,2,Minor,A_RETRIEVAL,A2_spatial,
EQ_0320,0.5,1,Minor,A_RETRIEVAL,A4_quantitative,
EQ_0321,0.0,0,Correct,,,
EQ_0322,3.5,6,Dangerous,E_AMPLIFICATION,E1_kernel_distortion,
EQ_0323,1.5,3,Moderate,E_AMPLIFICATION,E2_scope_expansion,
EQ_0324,1.0,2,Minor,E_AMPLIFICATION,E1_kernel_distortion,
EQ_0325,0.0,0,Correct,,,
EQ_0326,2.5,4,Fabrication,C_GENERATION,C2_source_fabrication,
EQ_0327,0.0,0,Correct,,,
EQ_0328,3.0,5,Fabrication,E_AMPLIFICATION,E1_kernel_distortion,
EQ_0329,1.0,2,Minor,E_AMPLIFICATION,E2_scope_expansion,
EQ_0330,1.5,3,Moderate,C_GENERATION,C1_entity_fabrication,
EQ_0331,3.0,5,Dangerous,B_REASONING,B2_logical,Ambiguous whether this is fabrication
EQ_0332,0.0,0,Correct,,,
EQ_0333,1.5,3,Moderate,E_AMPLIFICATION,E1_kernel_distortion,
EQ_0334,1.0,2,Minor,A_RETRIEVAL,A1_temporal,
EQ_0335,0.0,0,Correct,,,
EQ_0336,4.0,6,Dangerous,A_RETRIEVAL,A4_quantitative,
EQ_0337,1.0,2,Minor,A_RETRIEVAL,A1_temporal,
EQ_0338,3.5,6,Dangerous,C_GENERATION,C2_source_fabrication,
EQ_0339,2.0,4,Moderate,B_REASONING,B2_logical,
EQ_0340,0.0,0,Minor,A_RETRIEVAL,A3_entity,
EQ_0341,4.0,6,Dangerous,C_GENERATION,C3_fact_fabrication,
EQ_0342,0.0,0,Correct,,,
EQ_0343,2.5,4,Fabrication,C_GENERATION,C2_source_fabrication,
EQ_0344,2.0,4,Moderate,D_METACOGNITIVE,D2_false_hedging,
EQ_0345,0.5,1,Minor,A_RETRIEVAL,A1_temporal,
EQ_0346,3.0,5,Fabrication,C_GENERATION,C2_source_fabrication,
EQ_0347,3.5,6,Dangerous,E_AMPLIFICATION,E1_kernel_distortion,
EQ_0348,2.0,4,Moderate,C_GENERATION,C3_fact_fabrication,
EQ_0349,1.0,2,Minor,A_RETRIEVAL,A2_spatial,
EQ_0350,0.0,0,Correct,,,
EQ_0351,0.0,0,Correct,,,Model hedges appropriately
EQ_0352,1.0,2,Minor,A_RETRIEVAL,A3_entity,
EQ_0353,2.0,4,Moderate,A_RETRIEVAL,A4_quantitative,
EQ_0354,3.5,6,Dangerous,C_GENERATION,C1_entity_fabrication,
EQ_0355,0.0,0,Correct,,,
EQ_0356,1.5,3,Moderate,F_FORMAT,F1_ambiguous_structure,Framing is misleading but facts nearly right
EQ_0357,3.5,6,Dangerous,C_GENERATION,C2_source_fabrication,
EQ_0358,0.0,0,Correct,,,
EQ_0359,4.0,6,Dangerous,F_FORMAT,F1_ambiguous_structure,
EQ_0360,0.0,0,Correct,,,
EQ_0361,3.5,6,Dangerous,A_RETRIEVAL,A3_entity,
EQ_0362,1.0,2,Minor,E_AMPLIFICATION,E2_scope_expansion,
EQ_0363,1.0,2,Minor,A_RETRIEVAL,A2_spatial,
EQ_0364,1.0,2,Minor,A_RETRIEVAL,A3_entity,
EQ_0365,0.0,0,Correct,,,
EQ_0366,2.0,4,Moderate,F_FORMAT,F2_misleading_emphasis,
EQ_0367,0.0,0,Correct,,,
EQ_0368,1.5,3,Moderate,A_RETRIEVAL,A2_spatial,
EQ_0369,3.5,6,Dangerous,E_AMPLIFICATION,E1_kernel_distortion,Borderline case
EQ_0370,1.5,3,Moderate,B_REASONING,B3_analogical,
EQ_0371,0.5,1,Minor,E_AMPLIFICATION,E1_kernel_distortion,
EQ_0372,0.5,1,Minor,A_RETRIEVAL,A1_temporal,
EQ_0373,0.0,0,Correct,,,
EQ_0374,4.0,6,Dangerous,B_REASONING,B2_logical,
EQ_0375,3.0,5,Fabrication,A_RETRIEVAL,A4_quantitative,
EQ_0376,0.0,0,Correct,,,
EQ_0377,2.5,4,Fabrication,F_FORMAT,F1_ambiguous_structure,
EQ_0378,4.0,6,Dangerous,E_AMPLIFICATION,E2_scope_expansion,
EQ_0379,2.5,4,Fabrication,E_AMPLIFICATION,E2_scope_expansion,
EQ_0380,1.5,3,Moderate,A_RETRIEVAL,A2_spatial,
EQ_0381,3.5,6,Dangerous,C_GENERATION,C2_source_fabrication,
EQ_0382,0.5,1,Minor,A_RETRIEVAL,A4_quantitative,Ambiguous whether this is fabrication
EQ_0383,0.5,1,Minor,F_FORMAT,F2_misleading_emphasis,
EQ_0384,0.5,1,Minor,B_REASONING,B1_causal,
EQ_0385,0.5,1,Minor,E_AMPLIFICATION,E2_scope_expansion,
EQ_0386,0.0,0,Correct,,,
EQ_0387,0.0,0,Correct,,,
EQ_0388,1.0,2,Minor,A_RETRIEVAL,A4_quantitative,
EQ_0389,4.0,6,Dangerous,E_AMPLIFICATION,E2_scope_expansion,
EQ_0390,1.0,2,Moderate,B_REASONING,B3_analogical,
EQ_0391,2.0,4,Moderate,E_AMPLIFICATION,E1_kernel_distortion,
EQ_0392,3.5,6,Dangerous,C_GENERATION,C2_source_fabrication,
EQ_0393,3.0,5,Fabrication,C_GENERATION,C2_source_fabrication,
EQ_0394,0.0,0,Correct,,,
EQ_0395,1.5,3,Moderate,A_RETRIEVAL,A3_entity,
EQ_0396,1.5,3,Moderate,C_GENERATION,C2_source_fabrication,
EQ_0397,1.0,2,Minor,A_RETRIEVAL,A2_spatial,Model hedges appropriately
EQ_0398,0.0,0,Correct,,,
EQ_0399,0.0,0,Correct,,,
EQ_0400,0.5,1,Minor,E_AMPLIFICATION,E2_scope_expansion,
EQ_0401,0.5,1,Minor,E_AMPLIFICATION,E1_kernel_distortion,
EQ_0402,0.0,0,Correct,,,
EQ_0403,0.0,0,Correct,,,
